user_id,date,minutes_used,sessions_count,feature_events
U000001,2025-07-04,43.84,4,5
U000001,2025-07-05,15.96,1,1
U000001,2025-07-06,0.0,0,0
U000001,2025-07-07,30.11,1,2
U000001,2025-07-08,0.0,0,0
U000001,2025-07-09,14.1,2,1
U000001,2025-07-10,14.05,1,1
U000001,2025-07-11,0.0,0,0
U000001,2025-07-12,0.0,0,0
U000001,2025-07-13,0.0,0,0
U000001,2025-07-14,0.0,0,0
U000001,2025-07-15,0.0,0,0
U000001,2025-07-16,0.0,0,0
U000001,2025-07-17,0.0,0,0
U000001,2025-07-18,0.0,0,0
U000001,2025-07-19,0.0,0,0
U000001,2025-07-20,28.63,2,3
U000001,2025-07-21,0.0,0,0
U000001,2025-07-22,41.97,3,6
U000001,2025-07-23,0.0,0,0
U000001,2025-07-24,0.0,0,0
U000001,2025-07-25,0.0,0,0
U000001,2025-07-26,13.01,2,3
U000001,2025-07-27,0.0,0,0
U000001,2025-07-28,0.0,0,0
U000001,2025-07-29,8.12,1,1
U000001,2025-07-30,0.0,0,0
U000001,2025-07-31,46.81,1,6
U000001,2025-08-01,33.0,2,5
U000001,2025-08-02,14.41,2,1
U000001,2025-08-03,0.0,0,0
U000001,2025-08-04,0.0,0,0
U000001,2025-08-05,0.0,0,0
U000001,2025-08-06,0.0,0,0
U000001,2025-08-07,0.0,0,0
U000001,2025-08-08,0.0,0,0
U000001,2025-08-09,0.0,0,0
U000001,2025-08-10,23.4,1,2
U000001,2025-08-11,11.92,2,1
U000001,2025-08-12,0.0,0,0
U000001,2025-08-13,0.0,0,0
U000001,2025-08-14,0.0,0,0
U000001,2025-08-15,6.32,1,1
U000001,2025-08-16,0.0,0,0
U000001,2025-08-17,15.1,1,1
U000001,2025-08-18,0.0,0,0
U000001,2025-08-19,0.0,0,0
U000001,2025-08-20,6.37,3,1
U000001,2025-08-21,7.16,2,1
U000001,2025-08-22,0.0,0,0
U000001,2025-08-23,0.0,0,0
U000001,2025-08-24,0.0,0,0
U000001,2025-08-25,9.64,2,1
U000001,2025-08-26,12.99,1,1
U000001,2025-08-27,0.0,0,0
U000001,2025-08-28,0.0,0,0
U000001,2025-08-29,13.86,1,3
U000001,2025-08-30,0.0,0,0
U000001,2025-08-31,17.84,1,1
U000001,2025-09-01,0.0,0,0
U000001,2025-09-02,0.0,0,0
U000001,2025-09-03,0.0,0,0
U000001,2025-09-04,0.0,0,0
U000001,2025-09-05,6.37,1,1
U000001,2025-09-06,0.0,0,0
U000001,2025-09-07,0.0,0,0
U000001,2025-09-08,0.0,0,0
U000001,2025-09-09,19.63,2,2
U000001,2025-09-10,0.0,0,0
U000001,2025-09-11,0.0,0,0
U000001,2025-09-12,0.0,0,0
U000001,2025-09-13,7.17,2,1
U000001,2025-09-14,0.0,0,0
U000001,2025-09-15,0.0,0,0
U000001,2025-09-16,0.0,0,0
U000001,2025-09-17,11.43,1,1
U000001,2025-09-18,0.0,0,0
U000001,2025-09-20,0.0,0,0
U000001,2025-09-21,21.99,3,2
U000001,2025-09-22,10.41,1,5
U000001,2025-09-23,0.0,0,0
U000001,2025-09-24,0.0,0,0
U000001,2025-09-25,0.0,0,0
U000001,2025-09-26,20.05,1,1
U000001,2025-09-27,0.0,0,0
U000001,2025-09-28,0.0,0,0
U000001,2025-09-29,34.11,1,1
U000001,2025-09-30,0.0,0,0
U000001,2025-10-01,8.19,1,1
U000001,2025-10-02,0.0,0,0
U000001,2025-10-03,0.0,0,0
U000001,2025-10-04,0.0,0,0
U000001,2025-10-05,27.05,2,3
U000001,2025-10-06,0.0,0,0
U000001,2025-10-07,9.34,1,1
U000001,2025-10-08,0.0,0,0
U000001,2025-10-09,0.0,0,0
U000001,2025-10-10,18.82,1,3
U000001,2025-10-11,46.24,7,5
U000001,2025-10-12,0.0,0,0
U000001,2025-10-13,0.0,0,0
U000001,2025-10-14,22.27,1,2
U000001,2025-10-15,0.0,0,0
U000001,2025-10-16,0.0,0,0
U000001,2025-10-17,0.0,0,0
U000001,2025-10-18,0.0,0,0
U000001,2025-10-19,0.0,0,0
U000001,2025-10-20,0.0,0,0
U000001,2025-10-21,0.0,0,0
U000001,2025-10-22,0.0,0,0
U000001,2025-10-23,0.0,0,0
U000001,2025-10-24,0.0,0,0
U000001,2025-10-25,0.0,0,0
U000001,2025-10-26,0.0,0,0
U000001,2025-10-27,0.0,0,0
U000001,2025-10-28,0.0,0,0
U000001,2025-10-30,0.0,0,0
U000001,2025-10-31,0.0,0,0
U000001,2025-11-01,0.0,0,0
U000001,2025-11-02,0.0,0,0
U000001,2025-11-03,0.0,0,0
U000001,2025-11-04,0.0,0,0
U000001,2025-11-05,0.0,0,0
U000001,2025-11-06,0.0,0,0
U000001,2025-11-07,0.0,0,0
U000001,2025-11-08,0.0,0,0
U000001,2025-11-10,0.0,0,0
U000001,2025-11-11,0.0,0,0
U000001,2025-11-12,0.0,0,0
U000001,2025-11-13,0.0,0,0
U000001,2025-11-14,0.0,0,0
U000001,2025-11-15,0.0,0,0
U000001,2025-11-16,0.0,0,0
U000001,2025-11-17,0.0,0,0
U000001,2025-11-18,0.0,0,0
U000001,2025-11-19,0.0,0,0
U000001,2025-11-20,0.0,0,0
U000001,2025-11-21,0.0,0,0
U000001,2025-11-22,0.0,0,0
U000001,2025-11-23,0.0,0,0
U000001,2025-11-24,0.0,0,0
U000001,2025-11-25,0.0,0,0
U000001,2025-11-26,0.0,0,0
U000001,2025-11-27,0.0,0,0
U000001,2025-11-28,0.0,0,0
U000001,2025-11-29,0.0,0,0
U000001,2025-11-30,0.0,0,0
U000001,2025-12-01,0.0,0,0
U000001,2025-12-02,0.0,0,0
U000001,2025-12-03,0.0,0,0
U000001,2025-12-04,0.0,0,0
U000001,2025-12-05,0.0,0,0
U000001,2025-12-06,0.0,0,0
U000001,2025-12-07,0.0,0,0
U000001,2025-12-08,0.0,0,0
U000001,2025-12-09,0.0,0,0
U000001,2025-12-10,0.0,0,0
U000001,2025-12-11,0.0,0,0
U000001,2025-12-12,0.0,0,0
U000001,2025-12-13,0.0,0,0
U000001,2025-12-14,0.0,0,0
U000001,2025-12-15,0.0,0,0
U000001,2025-12-16,0.0,0,0
U000001,2025-12-17,0.0,0,0
U000001,2025-12-18,0.0,0,0
U000001,2025-12-19,0.0,0,0
U000001,2025-12-20,0.0,0,0
U000001,2025-12-21,0.0,0,0
U000001,2025-12-22,0.0,0,0
U000001,2025-12-23,0.0,0,0
U000001,2025-12-24,0.0,0,0
U000001,2025-12-25,0.0,0,0
U000001,2025-12-26,0.0,0,0
U000001,2025-12-27,0.0,0,0
U000001,2025-12-28,0.0,0,0
U000001,2025-12-29,0.0,0,0
U000001,2025-12-30,0.0,0,0
U000001,2025-12-31,0.0,0,0
U000001,2026-01-01,0.0,0,0
U000001,2026-01-02,0.0,0,0
U000001,2026-01-03,0.0,0,0
U000001,2026-01-04,0.0,0,0
U000001,2026-01-05,0.0,0,0
U000001,2026-01-06,0.0,0,0
U000001,2026-01-07,0.0,0,0
U000001,2026-01-08,0.0,0,0
U000001,2026-01-09,0.0,0,0
U000001,2026-01-10,0.0,0,0
U000001,2026-01-11,0.0,0,0
U000001,2026-01-12,0.0,0,0
U000001,2026-01-13,0.0,0,0
U000001,2026-01-14,0.0,0,0
U000001,2026-01-15,0.0,0,0
U000001,2026-01-16,0.0,0,0
U000001,2026-01-17,0.0,0,0
U000001,2026-01-18,0.0,0,0
U000001,2026-01-19,0.0,0,0
U000001,2026-01-20,0.0,0,0
U000001,2026-01-21,0.0,0,0
U000001,2026-01-22,0.0,0,0
U000001,2026-01-23,0.0,0,0
U000001,2026-01-24,0.0,0,0
U000001,2026-01-25,0.0,0,0
U000001,2026-01-26,0.0,0,0
U000001,2026-01-27,0.0,0,0
U000001,2026-01-28,0.0,0,0
U000001,2026-01-29,0.0,0,0
U000001,2026-01-30,0.0,0,0
U000002,2025-11-15,28.22,2,2
U000002,2025-11-16,25.19,1,2
U000002,2025-11-17,0.0,0,0
U000002,2025-11-18,33.51,1,2
U000002,2025-11-19,39.68,5,4
U000002,2025-11-20,0.0,0,0
U000002,2025-11-21,16.03,2,1
U000002,2025-11-22,0.0,0,0
U000002,2025-11-23,10.43,1,1
U000002,2025-11-24,20.81,1,2
U000002,2025-11-25,32.56,2,2
U000002,2025-11-26,36.47,2,2
U000002,2025-11-27,20.93,1,1
U000002,2025-11-28,0.0,0,0
U000002,2025-11-29,15.38,1,1
U000002,2025-11-30,57.53,4,4
U000002,2025-12-01,21.34,1,1
U000002,2025-12-02,0.0,0,0
U000002,2025-12-03,23.01,2,5
U000002,2025-12-04,0.0,0,0
U000002,2025-12-05,0.0,0,0
U000002,2025-12-06,21.72,1,1
U000002,2025-12-07,19.9,1,1
U000002,2025-12-08,0.0,0,0
U000002,2025-12-09,0.0,0,0
U000002,2025-12-10,0.0,0,0
U000002,2025-12-11,27.76,3,2
U000002,2025-12-12,108.97,7,13
U000002,2025-12-13,0.0,0,0
U000002,2025-12-14,25.43,2,4
U000002,2025-12-15,44.06,2,3
U000002,2025-12-16,0.0,0,0
U000002,2025-12-17,0.0,0,0
U000002,2025-12-18,25.86,1,1
U000002,2025-12-19,0.0,0,0
U000002,2025-12-20,11.23,1,3
U000002,2025-12-21,68.88,6,5
U000002,2025-12-22,23.27,1,1
U000002,2025-12-23,0.0,0,0
U000002,2025-12-24,0.0,0,0
U000002,2025-12-25,0.0,0,0
U000002,2025-12-26,11.69,1,2
U000002,2025-12-27,0.0,0,0
U000002,2025-12-28,0.0,0,0
U000002,2025-12-29,0.0,0,0
U000002,2025-12-30,24.34,1,2
U000002,2025-12-31,11.74,2,4
U000002,2026-01-01,0.0,0,0
U000002,2026-01-02,0.0,0,0
U000002,2026-01-03,20.06,1,2
U000002,2026-01-04,24.11,1,1
U000002,2026-01-06,8.14,1,1
U000002,2026-01-07,0.0,0,0
U000002,2026-01-08,12.33,1,1
U000002,2026-01-09,19.03,1,2
U000002,2026-01-10,29.02,3,3
U000002,2026-01-11,37.29,1,2
U000002,2026-01-12,10.19,1,1
U000002,2026-01-13,18.32,2,1
U000002,2026-01-14,13.63,3,1
U000002,2026-01-15,28.2,1,5
U000002,2026-01-16,0.0,0,0
U000002,2026-01-17,32.98,1,4
U000002,2026-01-18,0.0,0,0
U000002,2026-01-19,0.0,0,0
U000002,2026-01-20,14.27,1,1
U000002,2026-01-21,0.0,0,0
U000002,2026-01-22,0.0,0,0
U000002,2026-01-23,49.11,2,3
U000002,2026-01-24,0.0,0,0
U000002,2026-01-25,45.83,2,5
U000002,2026-01-26,0.0,0,0
U000002,2026-01-27,13.85,1,3
U000002,2026-01-28,0.0,0,0
U000002,2026-01-29,0.0,0,0
U000002,2026-01-30,39.37,1,4
U000003,2025-10-16,71.37,2,8
U000003,2025-10-17,24.06,2,3
U000003,2025-10-18,21.28,2,2
U000003,2025-10-19,0.0,0,0
U000003,2025-10-20,20.27,1,1
U000003,2025-10-21,29.73,2,2
U000003,2025-10-22,62.57,3,9
U000003,2025-10-23,0.0,0,0
U000003,2025-10-24,23.55,4,2
U000003,2025-10-25,50.64,2,5
U000003,2025-10-26,20.65,1,2
U000003,2025-10-27,35.73,1,5
U000003,2025-10-28,14.07,1,1
U000003,2025-10-29,0.0,0,0
U000003,2025-10-30,0.0,0,0
U000003,2025-10-31,35.48,3,4
U000003,2025-11-01,0.0,0,0
U000003,2025-11-02,15.43,1,2
U000003,2025-11-03,36.08,3,4
U000003,2025-11-04,35.42,4,3
U000003,2025-11-05,0.0,0,0
U000003,2025-11-06,13.39,1,2
U000003,2025-11-07,18.27,1,1
U000003,2025-11-08,14.24,1,2
U000003,2025-11-09,24.68,1,3
U000003,2025-11-10,14.63,1,2
U000003,2025-11-11,0.0,0,0
U000003,2025-11-12,0.0,0,0
U000003,2025-11-13,11.38,1,3
U000003,2025-11-14,17.05,1,1
U000003,2025-11-15,0.0,0,0
U000003,2025-11-16,52.66,1,8
U000003,2025-11-17,0.0,0,0
U000003,2025-11-18,33.62,1,2
U000003,2025-11-19,21.85,3,1
U000003,2025-11-20,0.0,0,0
U000003,2025-11-21,0.0,0,0
U000003,2025-11-22,34.69,1,4
U000003,2025-11-23,0.0,0,0
U000003,2025-11-24,13.26,1,1
U000003,2025-11-25,21.67,1,1
U000003,2025-11-26,0.0,0,0
U000003,2025-11-27,26.7,2,4
U000003,2025-11-28,35.85,1,4
U000003,2025-11-29,0.0,0,0
U000003,2025-11-30,0.0,0,0
U000003,2025-12-01,0.0,0,0
U000003,2025-12-02,0.0,0,0
U000003,2025-12-03,15.01,4,1
U000003,2025-12-04,20.1,2,1
U000003,2025-12-05,0.0,0,0
U000003,2025-12-06,19.31,1,1
U000003,2025-12-07,27.06,1,1
U000003,2025-12-08,0.0,0,0
U000003,2025-12-09,26.69,4,5
U000003,2025-12-10,0.0,0,0
U000003,2025-12-11,33.64,2,3
U000003,2025-12-12,0.0,0,0
U000003,2025-12-13,14.96,1,1
U000003,2025-12-14,0.0,0,0
U000003,2025-12-15,0.0,0,0
U000003,2025-12-16,23.51,2,4
U000003,2025-12-17,0.0,0,0
U000003,2025-12-18,24.22,2,3
U000003,2025-12-19,0.0,0,0
U000003,2025-12-20,0.0,0,0
U000003,2025-12-21,22.55,2,6
U000003,2025-12-22,51.34,6,5
U000003,2025-12-23,0.0,0,0
U000003,2025-12-24,0.0,0,0
U000003,2025-12-25,0.0,0,0
U000003,2025-12-26,30.01,3,3
U000003,2025-12-27,0.0,0,0
U000003,2025-12-28,0.0,0,0
U000003,2025-12-29,40.11,1,3
U000003,2025-12-30,43.8,1,10
U000003,2025-12-31,0.0,0,0
U000003,2026-01-01,0.0,0,0
U000003,2026-01-02,119.43,6,8
U000003,2026-01-03,0.0,0,0
U000003,2026-01-04,0.0,0,0
U000003,2026-01-05,0.0,0,0
U000003,2026-01-06,25.62,1,2
U000003,2026-01-07,34.39,3,1
U000003,2026-01-08,0.0,0,0
U000003,2026-01-09,33.56,3,4
U000003,2026-01-10,0.0,0,0
U000003,2026-01-11,0.0,0,0
U000003,2026-01-12,0.0,0,0
U000003,2026-01-13,0.0,0,0
U000003,2026-01-14,0.0,0,0
U000003,2026-01-15,0.0,0,0
U000003,2026-01-16,0.0,0,0
U000003,2026-01-17,0.0,0,0
U000003,2026-01-18,0.0,0,0
U000003,2026-01-19,0.0,0,0
U000003,2026-01-20,0.0,0,0
U000003,2026-01-21,0.0,0,0
U000003,2026-01-22,0.0,0,0
U000003,2026-01-23,0.0,0,0
U000003,2026-01-24,0.0,0,0
U000003,2026-01-25,0.0,0,0
U000003,2026-01-26,0.0,0,0
U000003,2026-01-27,0.0,0,0
U000003,2026-01-28,0.0,0,0
U000003,2026-01-29,0.0,0,0
U000003,2026-01-30,0.0,0,0
U000004,2025-08-23,38.81,2,3
U000004,2025-08-24,25.9,1,1
U000004,2025-08-25,10.41,1,1
U000004,2025-08-26,15.53,1,2
U000004,2025-08-27,38.67,2,3
U000004,2025-08-28,0.0,0,0
U000004,2025-08-29,0.0,0,0
U000004,2025-08-30,16.29,3,1
U000004,2025-08-31,20.44,1,1
U000004,2025-09-01,18.49,1,2
U000004,2025-09-02,22.21,2,2
U000004,2025-09-03,0.0,0,0
U000004,2025-09-04,25.14,2,3
U000004,2025-09-05,24.22,1,5
U000004,2025-09-06,26.49,1,1
U000004,2025-09-07,50.19,1,7
U000004,2025-09-08,0.0,0,0
U000004,2025-09-09,0.0,0,0
U000004,2025-09-10,38.1,4,2
U000004,2025-09-11,0.0,0,0
U000004,2025-09-12,95.23,7,4
U000004,2025-09-13,0.0,0,0
